Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,1432821,28181656,0,94958235,148421541
Euro (U.E.),0,0,2447723,0,0,0
