Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,2623374,105115996,71868,221957814,159744063
Euro (U.E.),0,0,8871373,1117061,0,0
Real (Brasil),0,2556199,12104296,4834,19763932,30534375
