Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,3550098,0,7421959,56191010,1
Euro (U.E.),0,0,244671,0,64912,0,1
Franco (Suiza),0,0,4313,0,0,0,1
