Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),11471,0,73442,0,63657,433291.00
Euro (U.E.),0,0,10111,0,910,763
Franco (Suiza),0,0,379,0,0,0
Corona (Suecia),0,0,7,0,0,0
Yuan extracontinental (China),0,0,1264,0,0,0
