Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,5201122,0,6677471,71673252,1
Euro (U.E.),0,0,580389,0,76545,0,1
Franco (Suiza),0,0,33309,0,0,0,1
Corona (Suecia),0,0,978,0,0,0,1
