Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,5536384,804138,113141,13711938.00,14304718,0
UVA (Argentina),0,0,9423,0,0,0,0
