Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,230732,14,56849,5296,1
UVA (Argentina),0,0,705,1314,828,0,1
Real (Brasil),0,0,713,14,0,0,1
