Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),3719947,17999009,45886750,2771425,26179143,0
Euro (U.E.),0,172638,0,41,0,0
