Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),31865679,10357298,16058683,1179181,5892095,0
Euro (U.E.),0,105109,0,22,0,0
