Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),2050700,2644349,3739195,250247,1200378,0,1
Euro (U.E.),0,72681,0,44,0,0,1
