Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),334068.11,0,1261147.03,0,65160.63,4739173.67,1
Euro (U.E.),195700,0,0,0,334513,0,1
