Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),596585,0,0,0,1275679,962064
Euro (U.E.),195700,0,0,0,334183,0
