Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),916023,0,296140,93691,431158,1816090
Euro (U.E.),0,0,4108,0,0,0
Corona (República Checa),0,0,174,0,0,0
Boliviano (Bolivia),0,0,0,15,0,0
Peso (Uruguay),0,0,3,0,6,0
Peso (Chile),0,0,0,516,4865,0
