Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),20967,0,6167,10378,15227,112864,1
Euro (U.E.),1,0,528,0,11,0,1
Corona (Suecia),0,0,10,0,0,0,1
Corona (República Checa),0,0,33,0,0,0,1
Peso (Uruguay),4,0,0,4,0,0,1
Yen (Japón),0,0,0,0,39,0,1
