Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),993362173,5866426334,7732118043,1922029110,2811653030,32091197
Euro (U.E.),1486154,18481437,0,8009618,4310749,5873896
Real (Brasil),0,351428,0,0,0,0
