Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),259605314,120436467,316615516,35566428,43144895,0
Euro (U.E.),0,17591,12215,5824,1813692,0
