Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),24224318,465759745,6082459153,0,3126130217,0
Euro (U.E.),0,3681527,0,0,0,0
