Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),69120.00,0,364980,2291764,119778,810722
Euro (U.E.),0,0,1029,0,0,0
