Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),236,4022,5825,0,162260,0
Euro (U.E.),0,1,36,0,0,0
