Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),87829,0,21075,682607,85430,0
Euro (U.E.),0,0,0,0,14,0
Peso (Uruguay),0,0,6,0,0,0
