Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),39363,0,5633,363187,54050,0
Euro (U.E.),0,0,0,0,10,0
Peso (Uruguay),0,0,4,0,0,0
