Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),16959509.00,16727861,30251819,891083,8212659.00,806308,0
Euro (U.E.),0,125418,26201,12551,0,0,0
Real (Brasil),0,4863,0,0,0,0,0
Otras monedas (los demás países),0,19509,0,122,0,0,0
