Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),25479484,223017651,513986034,76957143,354635817,25181784
Euro (U.E.),0,545784,206196,92373,1903335,1875885
Real (Brasil),0,24663,0,0,0,0
Otras monedas (los demás países),0,298342,0,0,0,0
