Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),35805317,70735249,117940577,6779439,35351366,0
Euro (U.E.),0,485941,42988,17366,0,0
Real (Brasil),0,18143,0,0,0,0
Otras monedas (los demás países),0,329931,0,490,0,0
