Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0.00,503231092.00,179096459,32455743,211017805,2200841114
Euro (U.E.),0,0,1620353,0,46164,0
