Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),134071384168,0,62192603680,18454650367,166002616832,976906590799
Euro (U.E.),0,0,22925507159,0,0,0
Dólar (Canadá),0,0,12053503,0,0,0
Libra esterlina (Gran Bretaña),0,0,6902627,0,0,0
Franco (Suiza),0,0,324334169,0,0,0
