Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),20562026,94947211,89539623,4704962,1581534,0
Euro (U.E.),0,21300,79023,0,2,0
