Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),36538957,45367896,61801631,23466361,4520243,0
Euro (U.E.),0,83597,113573,0,62,0
