Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),20336531,114443012,128717130,17261431,27427402,0,1
Euro (U.E.),0,6812,516734,0,510887,0,1
