Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),1252,2551,5677,89084,7488,0,1
Peso (Uruguay),0,0,14,0,12,0,1
Euro (U.E.),0,0,14,0,26,0,1
Libra esterlina (Gran Bretaña),82,0,0,0,0,0,1
Shekel (Israel),618,0,0,0,0,0,1
Peso (Chile),0,0,0,0,2,0,1
