Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,35702,34678,567177,109769,0
Real (Brasil),0,1,0,0,0,0
Peso (Uruguay),0,0,13,0,0,0
Boliviano (Bolivia),0,0,67,0,0,0
Euro (U.E.),0,3,1,0,0,0
