Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),860,102,20020,267600,6541,0
Real (Brasil),0,0,145,0,0,0
Peso (Uruguay),0,0,9,0,0,0
Boliviano (Bolivia),0,0,45,0,0,0
Euro (U.E.),0,2,0,0,0,0
