Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Euro (U.E.),0,1900,0,0,0,0
Dólar (E.U.A.),0,83283,0,466780,0,0
