Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Euro (U.E.),0,37980,0,15538,0,0
Real (Brasil),0,39151,0,0,0,0
Yuan extracontinental (China),0,16877.00,0,0,0,0
Dólar (E.U.A.),2202794,23471124,0,24535784,420033,0
