Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),293,0,352,0,0,0
Euro (U.E.),0,0,230,0,0,0
Real (Brasil),5,0,0,0,0,0
