Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),127,0,1237,0,0,0
Euro (U.E.),0,0,1,0,0,0
Real (Brasil),3,0,2,0,0,0
