Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Euro (U.E.),38.93,0,5.33,0,0,0
Dólar (E.U.A.),25923.02,37570.27,27378,47410.47,13629.48,11105.4
