Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),5852902,36631233,43885895,2043577,22983020,10234785,0
Euro (U.E.),0,2145498,1651006,70136,128340,127385,0
Real (Brasil),0,17835,0,0,0,0,0
Otras monedas (los demás países),0,284433,0,321,0,0,0
