Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),98841222,543554903,748003528,28736468,207263573,24168476
Euro (U.E.),3485,17888266,15045025,551956,1840173,1830836
Real (Brasil),0,391242,0,0,0.00,0
Otras monedas (los demás países),0,1727353,0,17496,12829221,12712166.00
