Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),82239890,635410501,773421285,21114302,141088239,19171536
Euro (U.E.),0,21651950,17676068,714469,2500957,2518282
Real (Brasil),0,421404,0,0,0,0
Otras monedas (los demás países),0,1087613,0,7440,6281733,6238224
