Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),107197526.00,142381112,150915987,10558938,43395675,21802215.00
Euro (U.E.),335,6227586,5560248,522634,797301,782190
Real (Brasil),0,170622,0,0,0,0
Otras monedas (los demás países),0,519924,0,2216,23388,22599
