Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),562.090.954,0,18233,409431634,238418,0,1
Euro (U.E.),4810646,0,132673,4428343,0,0,1
Yen (Japón),217469010,0,0,212712895,0,0,1
