Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,185972266,621447585,0,8821705,42404145,1
Euro (U.E.),0,1057453,603027,0,0,0,1
Real (Brasil),0,40644,0,0,0,0,1
Peso (Uruguay),0,704,0,0,0,0,1
Dólar (Canadá),0,30325,0,0,0,0,1
