Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),93660249,107979320,633713244,0,40310572,123528269,1
Euro (U.E.),0,1644129,1623451,0,0,0,1
Real (Brasil),0,65749,0,0,0,0,1
Peso (Uruguay),0,1138,0,0,0,0,1
Dólar (Canadá),0,52111,0,0,0,0,1
