Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),7184614,450792902,27569028763,0,670125166,0
Euro (U.E.),0,11546980,112104295,0,0,0
Real (Brasil),0,80694,0,0,0,0
Peso (Uruguay),0,8696,0,0,0,0
Dólar (Canadá),0,357800,0,0,0,0
