Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),2069408567,0,0,1845611361,0,7597228
Euro (U.E.),38168551,0,0,48752131,0,4347182
Real (Brasil),637876,0,0,0,0,0
Otras monedas (los demás países),4221110,0,0,54114,0,0
