Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),1879764829.00,0,0,1687021182,0,1904603
Euro (U.E.),24275769,0,0,43776988,0,7183
Real (Brasil),673384,0,0,0,0,0
Otras monedas (los demás países),4119095,0,0,126371,0,0
