Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),5043131,3168579,275761245,2450235,70161644,77032941
Yuan continental (China),0,0,13297372,0,0,0
