Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),34837696036,1965098,223194784,33695,108374880,122074909
Yuan continental (China),0,0,23648684,0,0,0
