Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,128200670,1769952,62115666,43452061.00,1
Euro (U.E.),0,0,142,0,0,0.00,1
Yen (Japón),0,0,73794,0,0,0.00,1
Yuan continental (China),0,0,25811260,0,0,0.00,1
