Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,863858235,1135133811,1065158,0,0
Euro (U.E.),0,0,322983834,3568540,0,0,0
Franco (Suiza),0,0,8331622,112377254,0,0,0
