Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,0.00,17233,29800.00,3509,0.00
Euro (U.E.),0,0,4289,164.00,0,0
Franco (Suiza),0,0,23,1522,0,0
Yuan continental (China),0,0,112,94,0,0
