Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,0,23370,3301,3539,0
Euro (U.E.),0,0,3450,0,0,0
Franco (Suiza),0,0,38,460,0,0
Yuan continental (China),0,0,130,81,0,0
