Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,0,22030,6278,2881,0
Euro (U.E.),0,0,4398,38,0,0
Franco (Suiza),0,0,23,1148,0,0
Yuan continental (China),0,0,71,50,0,0
