Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),0,0,2546735484,54119556,127013818,0,0
Euro (U.E.),0,0,336102588.00,1733864,0,0,1
Franco (Suiza),0,0,105404625,224605469,0,0,1
