Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),2.1,0,28346.4,5326.2,43581,3040.3
Euro (U.E.),.9,0,74.2,0,29.1,35.9
