Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),12736485,340347628,419033835,98815,150092161,162475575
Euro (U.E.),0,790452,0,353,0,390374
Otras monedas (los demás países),0,482503,0,130,0,0
