Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),95651814,352827675,524722703,103910,252575551,126896044
Euro (U.E.),0,973633,0,273,0,435757
Otras monedas (los demás países),23196,216303,0,0,0,354
