Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),23218490,58531934,67572012,70343,11410350,2267550
Euro (U.E.),0,346859,0,995,0,94645
Otras monedas (los demás países),0,31969,0,525,0,1700
