Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),0,1870,23003,20650,32150,1053171
Euro (U.E.),0,0,206,0,0,0
Corona (Suecia),0,0,61381,0,0,0
Franco (Suiza),0,0,7806,0,0,0
