Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),2938,26385,13956,0,16651,765291
N. Sol (Perú),0,0,0,1496,0,0
Euro (U.E.),0,0,52,0,0,0
Corona (Suecia),0,0,13391,155,0,0
