Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios,TieneActivosMonedaExtranjera
Dólar (E.U.A.),12946323,-,8210314,14197136,4739502,868369,1
UVA (Argentina),-,-,314,-,67862,-,1
