Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),42388935,-,39529086,26398663,52869307,-
Euro (U.E.),-,-,2205,-,275867,-
