Moneda,ActivoInversiones,ActivoExistencias,PasivoDeudasComerciales,PasivoOtrasDeudas,ActivoCreditosComerciales,PasivoPrestamosBancarios
Dólar (E.U.A.),161666854,.,253335006,28644028,213578226,2700568
Euro (U.E.),.,.,10003,.,765842,.
